predicted,actual,diff,comment
0,5,5," Absolutní hovadina mezi hovadinama. Megasra*ka, která vévdoí megasrač*ám. Pokud je tam humor, tak jen toho nejnižšího fekálního kalibru. Scénarista pravděpodobně prodělal lobotomii a Tom Green už přišel i o poslední záblesky rozumum- jinak by tenhle film asi nevzniknul. Jen ve vlastním zájmu doufám, že to Tom nemyslí vážně- potom bych totiž musem jít na psychiatrii- tuhle odpornosti mám totiž moc rád.
Oprava- na psychiatrii už chodim, ale kvůli tomu filmu to neni..:-D"
0,0,0," Adi po 3 minutách, po scéně s koněm, sem měl chuť  to vypnout, nakonec sem to dokoukal, nevim proč."
0,1,1, Prostě na blití.
0,2,2," Když sem viděl nějaké scény jako např. telefonování v restauraci tak sem opravdu zíral jak péro na drat. To co se v určitých sekvencích filmu děje nemá opravdu nic společného s ničím normálním. Některé scény mě natolik šokovaly, že bych je nejraději vymazal i z hlavy. Tedy pokud někomu příjde normální překousávání pupeční šňůry tak mě tedy ne:)"
0,3,3, V žiadnom inom filme som asi nezažil debilnejšieho hlavného hrdinu ale mnoho krát som sa na tých úletoch bavil. Je tam síce často moc drsní humor ale mne v mnohých prípadoch sadol.70%
0,0,0," ""Oh My God"", úbohé, nechutné, perverzné, nezábavné (asi začnem škaredo nadávať). Videl som tony filmov, horších aj lepších, ale toto je u mňa najdebilnejší film všetkých čias. Taký shit som som ešte nevidel a dúfam, že už nikdy neuvidím.
PS: hodnotením odpad urážam filmy, ktoré som ohodnotil ako odpad, toto je nižšie ako odpad"
0,0,0," Zlaté maliny 2001 - 5x - Nejhorší film, Nejhorší herec HR (Tom Green), Nejhorší herecký pár, Nejhorší režie (Tom Green), Nejhorší scénář..."
1,4,3," Dosť drsný, miestami až mierne úchylný humor. Pár krát som sa musel odvrátiť od obrazovky, ale väčšinou to stálo za to. Riadne som sa nasmial. Určite kontroverzná komédia, mne sa páčila."
0,3,3," Totální úlet,ale stále mě to drželo u obrazovky je to pitomé,ale zároveň geniální :-) Tom Green potvril vše co jsem si o něm myslel ! :-)"
0,3,3," Tak tohle byla nehorázná kravina! Tohle není jen Freddyho úlet tohle je celkový úlet. Původně jsem chtěl dát odpad, protože film má pár opravdu nechutných scén u kterých se mi zvedal až žaludek. Ovšem zase má mnoho vtipných scén u kterých jsem se parádně zasmál a dokonce se dočkáme i vtipných hlášek. Tom Green je magor. Postavit se za a před kameru takovéto nechutnosti není normální. Ale dost  mně překvapil úvodní scénou, kdy na skateu projede nákupním střediskem a nějaké ty triky a grindy se tam vyskytnou. Taky se mi líbilo, jak měl u baráku malou U-rampu. Hodně mně bavil Rip Torn v roli otce, jemuž se trošku zkomplikoval život a scéna, kdy Greenovy ukazuje zadek a chce, aby mu tam vlezl, tak při té scéně jsem se válel po zemi. Místo odpadu dávám 3* a nebýt těch nechutných scén, tak by šlo o parádní komedii."
0,1,1," Když se budu odvolávat na ten stupidní český překlad, řekl bych, že to není úlet Freddyho, ale úlet Toma Greena, který jaksi nepochopil, že netočí další ze svých show, ale regulérní film. V některých scénách (továrna na sendviče, restaurace) by divák spíše čekal obyčejné lidi, kteří neví, která bije a kameru snímající jejich překvapené reakce. K tomuto neduhu je třeba přičíst nechutné (porod, zlomenina), nevtipné (již zmíněná továrna na sýry) a mnohdy trapné (opět restaurace) scénky a fakt, že s hlavním hrdinou se nedá ztotožnit nebo ho alespoň litovat či se mu alespoň smát. Ta jedna hvězdička je za několik vtipných momentů (všehovšudy byly asi tři) a jako poděkování Tomu Greenovi za to, že už netočí."
0,0,0," Nechápu, jak na tohle může být tolik pozitivních komentářů... Půlka vtipů je naprosto trapných (či,  co hůř, trapně okopírovaných, což už chce fakt kumšt) a půlka jsou naprosté odpornosti, u kterých nechápu, jak se někdo může smát. Pythoni, South Park a další ukázali, že z životních tragédií a vulgarity jde místy udělat perfektní sranda, ale tohle je prostě laciná SRAČKA. Ubohé, přízemní, bez dobrého nápadu. Nelogičnost chování jednotlivých postav v určitých situacích je do očí bijící, ale ne, větší kravinu to z tohohle opravdu udělat nemůže, stejně jako trapná snaha o rádoby vážnost v klasických hollywoodských citových scénách. Shrnuto a znechuceně roztrženo, žhavý kandidát na jeden z nejotřesnějších filmů, na který jsem se kdy měl tu smůlu podívat."
0,3,3, Kvalitní úchylárna co pobaví.
0,1,1," Ne všechno, co je úplně hloupý a pitomý je k smíchu, ale něco se tam přeci jen najde... Jen je otázka, jestli jestli kvůli tomu strávit 90 minut"
0,4,4, nechutne vtipný film
0,0,0," Skutočne výborná komédia plná neuveritelne vtipných a originálnych gagov. Ovšem ked máte v sebe aspoň 9 pív a zaspíte po 10 minútach od úvodných titulkov(verte, že viem očom hovorím:-). Ešte pred týmto komentom som chcel napísat, že scenárista a režisér musia byt buď géniusi alebo totálni magori a až na csfd som zistil, že ide o toho istého človeka. Tým pádom sa to všetko vysvetluje..."
5,3,2, kladkostroj s piánem a klobásama mě zničil.
0,1,1," Nee to není úlet Freddyho Krugera, to je úlet daleko většího úchyla. Tak nějak nechápu co někteří lidé považují za humor. Mě nepřijde vtipné, když muž masturbuje úd koňovi, točí s právě narozeným dítětem na pupeční šňůře apod. Mě to opravdu nepřišlo vtipné. A to nemám nic proti morbidním filmům. Ale všechno má svoje meze."
5,5,0," TOM GREEN JE ŽIVEL ! Naprosto ujetá komedie s kopou hlášek a vtipných scén... Dabing docela v pohodě, ale originál je originál... ""Daddy would you like some sausage""  ? :-))"
0,5,5, Tak to je mazec...
0,3,3," Greena nemusím, ať se radši krom tohoto počinu do herectví nehrne dál maluje bo to je to nejlepší, co ve skutečnosti umí. Tím však nechci hanit tuto roztodivnou, uchylnou podívanou, která se jen tak nevidí... První rande s holkou na vozíčku nemělo chybu(""Mlať mě tyčí do holeně..."" ""Jé, to šimrá..."") a takové lízání otevřené zlomeniny, vyvrhování losa nebo masturbace slona, uznejte sami, kde tohle uvidíte?? :-))"
0,4,4," Jeden z nejujetějších a nejdivnějších  filmů, co jsem kdy viděl a to z toho dobrého úhlu pohledu. Na první pohled klasická bláznivá komedie, která se některými scénami vymyká lidskému chápání a šíří neskutečně bizardní hnus a déro. Nádhera, jen mi přišlo že ke konci ztrácí dech"
0,5,5," Napsal bych, že se divím, proč dostal tolik odpadů a tolik Zlatých malin. Ale není tomu tak. Osobně neznám dalšího člověka, jenž by z tohoto snímku byl nadšený tak jako já a vydržel se se mnou dívat déle než hodinu.Možná vám budu připadat jako úchyl, ale řvaní do stetoskopu, překusování pupečních šňur a olizování otevřených zlomenin mě přišly při prvním náhodném shlédnutí na Nově opravdu vtipné a vždy se úžasně odreaguju!! Chtěl bych být jako GORDIE!"
0,3,3," Drahokamy = useless, tatínek = priceless!"
0,1,1," S touto „komedií“ mám jeden poměrně zásadní problém - zasmál jsem u ní asi třikrát. Zda je (ne)vkusná, nechť si každý rozhodne sám. Osobně si dovedu představit mnohem větší úlet, leč to je pouze prosté konstatování (ani klad, ani zápor). Opravdu však nechápu, co má být vtipného kupříkladu na týpkovi, který nadšeně chytá koně za pyj. Bezpochyby je to absurdní, ovšem dle mého nikoli absurdně vtipné, nýbrž absurdně blbé a ubohé. 1/10"
0,2,2," No co toto má znamenat? Tenhle styl humoru jde mimo mě a po pravdě zřejmě i mimo naprostou většinu populace. A že se mi libí ledasco... Aby bylo jasno, mně se vůbec nedělalo nevolno ze všech těch úchylností. Ono to prostě jenom nebylo vtipné."
0,5,5," musel jsem dat ""odpad"" nebo ""pet"". rozhodl jsem se dat pet..."
3,4,1," Při pohledu na úvodní greenovy (povedené) oldschoolové kreace na skatebordu jsem tipoval na další nablblou teenkomedii a už jsem ""TO"" chtěl vypnout ....... ale když vzal do ruky penis vzrušeného oře, nebyl jsem schopen odolávat :) a sledoval smršť někdy extrémně trapných, ale jindy extrémě úchylných skečí, při kterých se člověk prostě musí nahlas smát ( olizování vyhřezlé kosti, porod, újeté sexuální praktiky slečny s raketovou kriplkárkou :) - "" ...tvůj otec mi řekl vypatlaná štětko, asi mě nemá příliš rád ... "", gordova práce ve fastfoodu - ""... do prdele strč si ten sýýýr! "" , sloní výstřik .... mno nerad bych spoileroval ). Objektivně odpad, ale za odvahu a všechny ty šílenosti **** ...."
3,4,1," Samoúčelná, dokonale politicky i jinak nekorektní úchylárna s punkovým soundtrackem (Dead Kennedys a hlavně Agent Orange *IN LOVE*). ""Nechci tvoje drahokamy, chci kouřit tvoje péro."""
0,0,0," Myslím si o sobě, že mám smysl pro humor, dostávám záchvaty smíchu u Pythonů, Ally McBeal, Přátel, šílených parodií, satiry nebo jakákoliv komedie Woodyho Allena. Jenže u chlapa, který vesele rozřízne jelena, nechá z něj (v detailním záběru kamery) vylézt vnitřnosti, rozjařeně si jeho mokvající kůži narazí na sebe a ztřeštěně začne pobíhat po silnici, popřípadě v jiné scéně nadšeně mlátí svou ochrnutou přítelkyni po necitlivých dolních končetinách a ona se mu pak v povděku začne sápat po rozkroku - tak to pak jen vyděšeně zírám na obrazovku a nechápu, který sadista tohle považuje za komedii."
5,4,1," Dokonale anarchistické, dokonale nevkusné a kurevsky vtipné."
0,0,0," V ktorom chorom mozgu sa mohlo zrodiť niečo tak uchylne, morbidne, stupidne... a takto by sa dalo pokracovat dalej, ale nechce sa mi menovat všetky sinonyma znechutenia a to som to pozeral len 10 min a myslim, že každy zdravý človek by viac nevydržal."
0,1,1," Totální hovadina na entou, u které si budete připadat jako naprostí idioti a nebute věřit vlastním očím. To, co se na plátně, potažmo na televizní obrazovce, děje, nemá obdoby. Tom Green se naprosto utrhl ze řetězu a vyskočil ze všech škatulek, přičemž vydatně porušuje pravidla slušného vkusu. Je to ideální film pro zhulenou kalbu, při které budou všichni chodit kolem a halekat nad stupidností a demencí jednotlivých scén. Pro normálního, přesněji střízlivého nebo neintoxikovaného, diváka se Freddyho úlet stane akorát neskonalou blbostí ukazující komediální dno."
0,4,4," Skutečně tomu nebudu dávat odpad jenom proto, že to je debilní, trapný a nechutný. Navíc, mi připadá, že přesně takový to chtělo bejt. Ten film si vubec na nic nehraje, dokonce snad ani na ten film ne, je to jenom spatlanina více či méně stupidních výstupů Toma Greena. Ale co se dá dělat, když někdy jsou ty výstupy proklatě zábavný. A ačkoliv filmová kvalita tu není ale vubec žádná,  jednou je  to vedený jako komedie, čili nezbejvá než hodnotit podle toho, jak moc jsem se u ní bavil. A možná, že bych tomu dal i víc jak tři hvězdy, kdybych to neviděl s dabingem a pozdě v noci, kdy už bejvám poměrně ospalej na komedie tohodle typu......A taky že jo, po druhým zhlédnutí za 4"
0,1,1," Jak jde vidět z hodnocení, film vás buď naprosto uchvátí nebo zhnusí - u mě to druhé"
0,4,4, Je to sice kravina ale kravina k popukání....
0,3,3," Velmi zvláštní komedie. Především proto, že většinou rozdělí diváky na 2 skupiny, jedni zhnusení se na to možná ani nedodívají, druzí to zas budou považovat za kultovní záležitost. Osobně jsem někde mezi. Byl totální ůlet. Stačí to vidět jen jednou…, ale některé momenty mě fakt hodně rozesmály. Tom Green je absolutní blázen, totální magor a skvělý komik v jedné osobě. Škoda, že Drew Barrymore se tam jen párkrát mihne, ta by to v této šílenosti možná taky pěkně rozbalila… Ostatní herci jsou také dobří hlavně pak Rip Torn. Těm co to ještě neviděli bych doporučil: ""bacha je to totálkní úlet, sledování jen na vlastní nebezpečí"". Celkové hodnocení: 3*"
0,3,3," Nevím jak bych tohle měl ohodnotit, na jednu stranu se mi chce dát pětka, protože věřím, že tenhle film byl myšlen od začátku do konce jako vtip. Na druhou stranu by si zasloužil označit za odpad, jak by ne, když jsou v tom samý nechutnosti. Typický nechutný styl humoru Greena, nad který se musíte povznést a pak se vám ten film bude i zamlouvat, minimálně se nasmějete. Zlatý střed, tři hvězdičky."
0,5,5," Je to už dávno co jsem viděl tenhle film, to jsem ještě neměl založenej účet na čsfd, ale když to tady vidim, musim k tomu něco říct. Je mi celkem líto, že všichni ti rádoby kritici, co dávaj 5 hvězdiček jenom filmům s nejmíň 3 podtextama, se nedokážou nad tento film povznést a nepochopili, že tento film nikdy neměl přinést na svět nová moudra, ale měl vám zhnusit kinematografii aspoň na 3 měsíce dopředu. I po 6 letech a Ali Gíovi je toto stále neporažený král všeho ulítlého,nechutného,zhuleného a oplzlého. I kdybych se snažil natočit sebevěčí odporonost, nikdy by z toho nevzniklo nic tak dokonalého jako toto. Pokud k tomuto filmu budete přistupovat jakkoli jinak, vůbec to neberte do ruky a název filmu hodně rychle zapomeňte."
0,2,2," Komedie rozhodně ne pro slabé nátury, takže scéna, kdy hlavní hrdina točí čerstvě porozeným dítětem na pupeční šňůře, kterou vzápětí překousne, až krev stříká všude okolo, je fakt síla i na protřelé mazáky. Scény s koňmi a slony radši vynechám, s otevřenou zlomeninou holeně přeskočím a nekteré obskurní sekvence, kde se stravuje způsobem, všechno poživatelné do pusy, nezájem, jestli je tam ještě místo nebo ne, nebudu detailneji popisovat. Vtipné pasáže ovšem nechyběly, a tak vzešel film bláznivý, kde herecký výkon Toma Greena je určitě na úrovni."
0,3,3," dávam plnohodnotné tri hviezdičky, pretože áno, miestami to bolo mierne nezmyselne úchylné, ale naopak miestami to malo prekvapivo originálne a miestami vtipné skceče a miesta. tom green je riadny týpek a môže sa stať, že jeho prejav zapôsobí len na niekoho - to je úplne v poriadku, je to presne o tom, že takýto do extrému dotiahnutý spôsob prezentácie . . . a vlastne aj prezentovaného si nájde úzku skupinu pripravených a správne naladených, podobne ako sa niekomu páči a inému zas nie jim carrey, alebo kevin smith, alebo austin powers . . . podobne je to aj s greenom, ktorý je iba ďalšia postavička Americkej zábavy . . . občas som si povedal, že si to mohol odpustiť, ale občas som si povedal, ""to bolo dobré!"", rozhodne lepšie, ako tucty a kopy tínejdž komédií a paródií, ktoré sa bezducho produkujú a niekomu ešte stále nezapaľuje a myslí si, že niekoho bavia . . . a ak aj naozaj niekoho bavia, tak to je potom zlé. Naopak tento film, balansujúci na hrane komédie a blbosti (a občas spadajúci hlboko na jednu ale aj na druhú stranu) je niečo, čo by nemalo byž kategoricky zavrhované ako odpad no ani vyzdvihované ako ""thats the way!"" a super náter. uvedomujem si, že tu o dielku, ktoré si to VôBEC nezaslúži rojímam príliš nadmieru, len sa snažím možno aj pre seba objasniť, prečo sa mi tento ""úlet"" celkom páčil. Hlavným faktorom je asi to, že som sa v podstate bavil aj s vedomím toho, že pár scén je dosť nevhodných . . ."
